ProductSKU,RecordUID,DeptName,ItemName,ItemDetailedSpecs,SellingPrice,CostPrice,CurrentStock(QTY),CaseQuantity(CTN),UPC(BARCODE),AlternateLookupBarcode(ALPHANUMERIC),ProductVariant,DimensionScale,AltKeyAlpha,AltKeyBeta,AltKeyGamma,AltKeyDelta,AltKeyEpsilon,AltKeyZeta
3525,,FOOD & CONDIMENTS:,VERONELLI BURGU FUSILLI 11 DAKIKA 500G,VERONELLI BURGU FUSILLI 11 DAKIKA 500G,0,0,8,1,8.69058E+12,8.69058E+12,,,,,,,,
353,,PROVISIONS,BIGELOW GREEN TEA CLASSIC DECAFFEINATED 20 TEA BAG,BIGELOW GREEN TEA CLASSIC DECAFFEINATED 20 TEA BAG,0,0,1,1,72310042476,72310042476,,,,,,,,
3539,,FOOD & CONDIMENTS:,SELVA JNCE CHUBUK SPAGHETTI 500G,SELVA JNCE CHUBUK SPAGHETTI 500G,0,0,2,1,8.69089E+12,8.69089E+12,,,,,,,,
3542,,FOOD & CONDIMENTS:,PASTA MARIA SPAGHETTI 500G,PASTA MARIA SPAGHETTI 500G,0,0,14,1,8.69131E+12,8.69131E+12,,,,,,,,
3553,,FOOD & CONDIMENTS:,SANTA SOPHIA ELBOW MACRONI 400G,SANTA SOPHIA ELBOW MACRONI 400G,0,0,4,1,8.69748E+12,8.69748E+12,,,,,,,,
3564,,FOOD & CONDIMENTS:,REMIA MARGARINE 450G,REMIA MARGARINE 450G,0,0,7,1,8.71045E+12,8.71045E+12,,,,,,,,
3581,,FOOD & CONDIMENTS:,ENAMDO POUNDO POTATO FLAKES 1KG,ENAMDO POUNDO POTATO FLAKES 1KG,0,0,18,1,8.71157E+12,8.71157E+12,,,,,,,,
3587,,FOOD & CONDIMENTS:,ZWAN CHICKEN LUNCHEON MEAT 200G,ZWAN CHICKEN LUNCHEON MEAT 200G,0,0,11,1,8.71456E+12,8.71456E+12,,,,,,,,
3588,,FOOD & CONDIMENTS:,ZWAN CHICKEN LUNCHEON MEAT 340G,ZWAN CHICKEN LUNCHEON MEAT 340G,0,0,11,1,8.71456E+12,8.71456E+12,,,,,,,,
359,,PROVISIONS,BRAGG APPLE CIDER VINEGAR 473ML,BRAGG APPLE CIDER VINEGAR 473ML,0,0,5,1,74305001161,74305001161,,,,,,,,
3593,,FOOD & CONDIMENTS:,HEINZ SANDWICH SPREAD 450G,HEINZ SANDWICH SPREAD 450G,0,0,1,1,8.7157E+12,8.7157E+12,,,,,,,,
3597,,FOOD & CONDIMENTS:,FOLA FOODS YAM FLOUR (ELUBO) 1KG,FOLA FOODS YAM FLOUR (ELUBO) 1KG,0,0,5,1,8.71842E+12,8.71842E+12,,,,,,,,
3604,,FOOD & CONDIMENTS:,KITCHEN GLORY CHICKEN SEASONING POWDER 10G,KITCHEN GLORY CHICKEN SEASONING POWDER 10G,0,0,12,1,8.80416E+12,8.80416E+12,,,,,,,,
3606,,FOOD & CONDIMENTS:,KITCHEN GLORY CHICKEN FLOVOUR 100G,KITCHEN GLORY CHICKEN FLOVOUR 100G,0,0,10,1,8.80416E+12,8.80416E+12,,,,,,,,
3607,,FOOD & CONDIMENTS:,GOODHEALTH HOT PEPPE POWDER 5G,GOODHEALTH HOT PEPPE POWDER 5G,0,0,325,1,8.80551E+12,8.80551E+12,,,,,,,,
3608,,FOOD & CONDIMENTS:,SUNRIPE WHOLE SWEETCORN 185G,SUNRIPE WHOLE SWEETCORN 185G,0,0,23,1,8.85002E+12,8.85002E+12,,,,,,,,
361,,PROVISIONS,GREAT VALUE ORIGINAL COFFEE CREAMER 1.7KG,GREAT VALUE ORIGINAL COFFEE CREAMER 1.7KG,0,0,3,1,78742158105,78742158105,,,,,,,,
3615,,FOOD & CONDIMENTS:,BLUE PEARL COCONUT MILK 400ML,BLUE PEARL COCONUT MILK 400ML,0,0,2,1,8.85267E+12,8.85267E+12,,,,,,,,
3616,,FOOD & CONDIMENTS:,GEISHA MACKEREL 425G,GEISHA MACKEREL 425G,0,0,19,1,8.85271E+12,8.85271E+12,,,,,,,,
3617,,FOOD & CONDIMENTS:,GEISHA MACKEREL 155G,GEISHA MACKEREL 155G,0,0,46,1,8.85271E+12,8.85271E+12,,,,,,,,
3627,,FOOD & CONDIMENTS:,DOUBLE KING COCONUT MILK 400ML,DOUBLE KING COCONUT MILK 400ML,0,0,28,1,8.85875E+12,8.85875E+12,,,,,,,,
3631,,FOOD & CONDIMENTS:,DE RICA TIN TOMATO 400G,DE RICA TIN TOMATO 400G,0,0,18,1,8.885E+12,8.885E+12,,,,,,,,
3634,,FOOD & CONDIMENTS:,DE RICA TOMATO PASTE SACHET 65G,DE RICA TOMATO PASTE SACHET 65G,0,0,305,1,8.885E+12,8.885E+12,,,,,,,,
3635,,FOOD & CONDIMENTS:,KARA COCONUT CREAM POWDER 50G,KARA COCONUT CREAM POWDER 50G,0,0,12,1,8.8863E+12,8.8863E+12,,,,,,,,
3637,,FOOD & CONDIMENTS:,TURKEY BRAND PURE VEGETABLE COOKING OIL 3LTRE,TURKEY BRAND PURE VEGETABLE COOKING OIL 3LTRE,0,0,3,1,8.88817E+12,8.88817E+12,,,,,,,,
3641,,FOOD & CONDIMENTS:,LAL QILLA BASMATI RICE 5KG,LAL QILLA BASMATI RICE 5KG,0,0,6,1,8.90116E+12,8.90116E+12,,,,,,,,
3646,,FOOD & CONDIMENTS:,LAL QILLA BASMATI RICE(DIABETES&OBESITY) 1KG,LAL QILLA BASMATI RICE(DIABETES&OBESITY) 1KG,0,0,11,1,8.90116E+12,8.90116E+12,,,,,,,,
3648,,FOOD & CONDIMENTS:,TIGER NUTMEG POWDER 10G,TIGER NUTMEG POWDER 10G,0,0,297,1,8.90181E+12,8.90181E+12,,,,,,,,
3652,,FOOD & CONDIMENTS:,TIGER CURRY 500G,TIGER CURRY 500G,0,0,5,1,8.90181E+12,8.90181E+12,,,,,,,,
3655,,FOOD & CONDIMENTS:,VEGETA SHALLOT RED ONION DEHYDRATED VEGETABLES 100,VEGETA SHALLOT RED ONION DEHYDRATED VEGETABLES 100,0,0,3,1,8.90181E+12,8.90181E+12,,,,,,,,
3660,,FOOD & CONDIMENTS:,LARSOR CHICKEN SEASONING 100G,LARSOR CHICKEN SEASONING 100G,0,0,6,1,8.90181E+12,8.90181E+12,,,,,,,,
3662,,FOOD & CONDIMENTS:,LARSOR TOMATO SEASONING 100G,LARSOR TOMATO SEASONING 100G,0,0,9,1,8.90181E+12,8.90181E+12,,,,,,,,
3665,,FOOD & CONDIMENTS:,LARSOR FISH SEASONING 10G,LARSOR FISH SEASONING 10G,0,0,5,1,8.90181E+12,8.90181E+12,,,,,,,,
3667,,FOOD & CONDIMENTS:,VEGETA ONION/SHALLOT DEHYDRATED VEGETABLES 250G,VEGETA ONION/SHALLOT DEHYDRATED VEGETABLES 250G,0,0,3,1,8.90181E+12,8.90181E+12,,,,,,,,
3669,,FOOD & CONDIMENTS:,LARSOR FRIED RICE SEASONING 100G,LARSOR FRIED RICE SEASONING 100G,0,0,2,1,8.90181E+12,8.90181E+12,,,,,,,,
367,,PROVISIONS,TONEE NATURAL CASHEW/SPICE NUT 500G,TONEE NATURAL CASHEW/SPICE NUT 500G,0,0,6,1,12001704,12001704,,,,,,,,
3678,,FOOD & CONDIMENTS:,MAHARANI BASMATIC RICE 1KG,MAHARANI BASMATIC RICE 1KG,0,0,12,1,8.906E+12,8.906E+12,,,,,,,,
3679,,FOOD & CONDIMENTS:,MAHARANI PARBOILED BASMATI RICE 5KG,MAHARANI PARBOILED BASMATI RICE 5KG,0,0,3,1,8.906E+12,8.906E+12,,,,,,,,
368,,PROVISIONS,TONEE NATURAL CASHEW /SPICE NUT 250G,TONEE NATURAL CASHEW /SPICE NUT 250G,0,0,12,1,13002107,13002107,,,,,,,,
3683,,FOOD & CONDIMENTS:,GOLDEN GRAIN ROZANA BASMATI RICE 5KG,GOLDEN GRAIN ROZANA BASMATI RICE 5KG,0,0,1,1,8.906E+12,8.906E+12,,,,,,,,
3685,,FOOD & CONDIMENTS:,LA-TASTE AEROPLANE BASMATI RICE 5KG,LA-TASTE AEROPLANE BASMATI RICE 5KG,0,0,4,1,8.906E+12,8.906E+12,,,,,,,,
3688,,FOOD & CONDIMENTS:,AEROPLANE BASMATI RICE 1KG,AEROPLANE BASMATI RICE 1KG,0,0,17,1,8.906E+12,8.906E+12,,,,,,,,
3689,,FOOD & CONDIMENTS:,FORTUNE VITAMIN E REFINED SUNFLOWER OIL 5LTR,FORTUNE VITAMIN E REFINED SUNFLOWER OIL 5LTR,0,0,4,1,8.90601E+12,8.90601E+12,,,,,,,,
3690,,FOOD & CONDIMENTS:,ST LUCKY FAMILY THAI SWEET CHILLI SAUCE 710G,ST LUCKY FAMILY THAI SWEET CHILLI SAUCE 710G,0,0,5,1,8.90601E+12,8.90601E+12,,,,,,,,
3693,,FOOD & CONDIMENTS:,BLUE PEARL JAM MIXED FRUIT 450G,BLUE PEARL JAM MIXED FRUIT 450G,0,0,7,1,8.90602E+12,8.90602E+12,,,,,,,,
3695,,FOOD & CONDIMENTS:,AMULYA SUGAR FREE CRACKERS 160G,AMULYA SUGAR FREE CRACKERS 160G,0,0,1,1,8.90607E+12,8.90607E+12,,,,,,,,
3696,,FOOD & CONDIMENTS:,RICE +++ FOR DIABETICS 5KG,RICE +++ FOR DIABETICS 5KG,0,0,1,1,8.90611E+12,8.90611E+12,,,,,,,,
3700,,FOOD & CONDIMENTS:,ARAOKO GARI IJEBU 1KG,ARAOKO GARI IJEBU 1KG,0,0,28,1,8.945E+12,8.945E+12,,,,,,,,
3701,,FOOD & CONDIMENTS:,ARAOKO GARI IJEBU 3KG,ARAOKO GARI IJEBU 3KG,0,0,15,1,8.945E+12,8.945E+12,,,,,,,,
3703,,FOOD & CONDIMENTS:,SIMAS COOKING MARGARINE 250G,SIMAS COOKING MARGARINE 250G,0,0,48,1,8.99263E+12,8.99263E+12,,,,,,,,
3707,,FOOD & CONDIMENTS:,SUPA SARDINE IN VEGETABLE 125G,SUPA SARDINE IN VEGETABLE 125G,0,0,48,1,8.99701E+12,8.99701E+12,,,,,,,,
371,,PROVISIONS,CHECKERS CUSTARD 4 IN 1 CHOCOLATE FLAVOUR 40G,CHECKERS CUSTARD 4 IN 1 CHOCOLATE FLAVOUR 40G,0,0,70,1,1.80201E+11,1.80201E+11,,,,,,,,
3712,,CONFECTIONARIES & BAKING,NOVITA BROWN SUGAR 450G,NOVITA BROWN SUGAR 450G,0,0,11,1,555855889,555855889,,,,,,,,
3715,,CONFECTIONARIES & BAKING,NOVITA BROWN SUGAR NATURAL ORGANIC CUBES 500G,NOVITA BROWN SUGAR NATURAL ORGANIC CUBES 500G,0,0,9,1,8588588880,8588588880,,,,,,,,
372,,PROVISIONS,CHECKERS CUSTARD 4 IN 1 CHOCOLATE FLAVOUR 400G,CHECKERS CUSTARD 4 IN 1 CHOCOLATE FLAVOUR 400G,0,0,21,1,1.80201E+11,1.80201E+11,,,,,,,,
3735,,CONFECTIONARIES & BAKING,CHEEZ IT BAKED SNACK CRACKERS ORIGINAL 42G,CHEEZ IT BAKED SNACK CRACKERS ORIGINAL 42G,0,0,16,1,24100122615,24100122615,,,,,,,,
3739,,CONFECTIONARIES & BAKING,M&M'S MINIS CHOCOLATE CANDIES COOKIES 45G,M&M'S MINIS CHOCOLATE CANDIES COOKIES 45G,0,0,2,1,27800072723,27800072723,,,,,,,,
374,,PROVISIONS,MUNRO CUSTARD POWDER 350G,MUNRO CUSTARD POWDER 350G,0,0,3,1,1.99623E+11,1.99623E+11,,,,,,,,
3740,,CONFECTIONARIES & BAKING,NESQUICK STRAWBERRY FLAVOUR 1.19K,NESQUICK STRAWBERRY FLAVOUR 1.19K,0,0,1,1,28000193379,28000193379,,,,,,,,
3741,,CONFECTIONARIES & BAKING,LAYS BARBECUE FLAVOURED 28.3G,LAYS BARBECUE FLAVOURED 28.3G,0,0,1,1,28400008617,28400008617,,,,,,,,
3743,,CONFECTIONARIES & BAKING,CHEETOS CRUNCHY 28.3G,CHEETOS CRUNCHY 28.3G,0,0,20,1,28400040112,28400040112,,,,,,,,
3746,,CONFECTIONARIES & BAKING,RUFFLES ORIGINAL POTATO CHIP 28.3G,RUFFLES ORIGINAL POTATO CHIP 28.3G,0,0,2,1,28400090148,28400090148,,,,,,,,
3748,,CONFECTIONARIES & BAKING,FUNYUNS ONION FLAVORED RINGS 21.2G,FUNYUNS ONION FLAVORED RINGS 21.2G,0,0,48,1,28400090841,28400090841,,,,,,,,
3751,,CONFECTIONARIES & BAKING,DORITOS COOL RANCH 28.3G,DORITOS COOL RANCH 28.3G,0,0,37,1,28400091510,28400091510,,,,,,,,
3753,,CONFECTIONARIES & BAKING,DORITOS FLAMIN HOT TOTILLA CHIPS 28.3G,DORITOS FLAMIN HOT TOTILLA CHIPS 28.3G,0,0,19,1,28400218641,28400218641,,,,,,,,
3755,,CONFECTIONARIES & BAKING,KNOTTS BERRY FARM RAPSBERRY SHORT BREAD 57G,KNOTTS BERRY FARM RAPSBERRY SHORT BREAD 57G,0,0,39,1,31535591480,31535591480,,,,,,,,
3756,,CONFECTIONARIES & BAKING,ARM & HAMMER BAKING SODA 454G,ARM & HAMMER BAKING SODA 454G,0,0,1,1,33200011101,33200011101,,,,,,,,
3759,,CONFECTIONARIES & BAKING,WELCH'S MIXED FRUIT SNACK 22.7G,WELCH'S MIXED FRUIT SNACK 22.7G,0,0,200,1,34856008187,34856008187,,,,,,,,
3765,,CONFECTIONARIES & BAKING,PRINGLES SALT & VINEGAR 158G,PRINGLES SALT & VINEGAR 158G,0,0,2,1,38000138607,38000138607,,,,,,,,
3768,,CONFECTIONARIES & BAKING,PRINGLES ORIGINAL CUP 19G,PRINGLES ORIGINAL CUP 19G,0,0,15,1,3808306,3808306,,,,,,,,
3769,,CONFECTIONARIES & BAKING,PRINGLES SOUR CREAM & ONION 21G,PRINGLES SOUR CREAM & ONION 21G,0,0,5,1,3808403,3808403,,,,,,,,
377,,PROVISIONS,CROWNFIELD CORN FLAKES 500G,CROWNFIELD CORN FLAKES 500G,0,0,3,1,20159917,20159917,,,,,,,,
3772,,CONFECTIONARIES & BAKING,PRINGLES CHEDDAR CHEESE 21G,PRINGLES CHEDDAR CHEESE 21G,0,0,15,1,3808500,3808500,,,,,,,,
3773,,CONFECTIONARIES & BAKING,WALKERS CRUNCHY GOLDEN OAT BISCUIT 25G,WALKERS CRUNCHY GOLDEN OAT BISCUIT 25G,0,0,31,1,39047050013,39047050013,,,,,,,,
3775,,CONFECTIONARIES & BAKING,WALKERS WARMINGSTEM GINGER BISCUIT 25G,WALKERS WARMINGSTEM GINGER BISCUIT 25G,0,0,32,1,39047050044,39047050044,,,,,,,,
3777,,CONFECTIONARIES & BAKING,OREO MINI CHOOLATE SANDWICH COOKIES 42G,OREO MINI CHOOLATE SANDWICH COOKIES 42G,0,0,37,1,44000011703,44000011703,,,,,,,,
3778,,CONFECTIONARIES & BAKING,NABISCO MINI NILLA WAFERS 28G,NABISCO MINI NILLA WAFERS 28G,0,0,8,1,44000013813,44000013813,,,,,,,,
3780,,CONFECTIONARIES & BAKING,NABISCO'S NUTTER BUTTER COOKIES 28G,NABISCO'S NUTTER BUTTER COOKIES 28G,0,0,12,1,44000020187,44000020187,,,,,,,,
3781,,CONFECTIONARIES & BAKING,NABISCO RITZ BITS CHEESE 28G,NABISCO RITZ BITS CHEESE 28G,0,0,2,1,44000020255,44000020255,,,,,,,,
3784,,CONFECTIONARIES & BAKING,OREO MINI SANDWICH COOKIES 42G,OREO MINI SANDWICH COOKIES 42G,0,0,17,1,44000061494,44000061494,,,,,,,,
3786,,CONFECTIONARIES & BAKING,MERBA BROWNIE COOKIES 200G,MERBA BROWNIE COOKIES 200G,0,0,19,1,46214230208,46214230208,,,,,,,,
3787,,CONFECTIONARIES & BAKING,MERBA CHOCOLATE COOKIES 200G,MERBA CHOCOLATE COOKIES 200G,0,0,13,1,46214731774,46214731774,,,,,,,,
3789,,CONFECTIONARIES & BAKING,NESTLE COFEE MATE,NESTLE COFEE MATE,0,0,2,1,50000207084,50000207084,,,,,,,,
3793,,CONFECTIONARIES & BAKING,ARIELLA PLANTAIN CHIPS SACHET,ARIELLA PLANTAIN CHIPS SACHET,0,0,4,1,6.42782E+11,6.42782E+11,,,,,,,,
3796,,CONFECTIONARIES & BAKING,TWININGS JASMINE ALL NATURAL INGREDIENT TEA 50G,TWININGS JASMINE ALL NATURAL INGREDIENT TEA 50G,0,0,8,1,70177103071,70177103071,,,,,,,,
3799,,CONFECTIONARIES & BAKING,MARYLAND WHITE CHOC CHUNKIES 144G,MARYLAND WHITE CHOC CHUNKIES 144G,0,0,3,1,72417167911,72417167911,,,,,,,,
38,,VILLAGE MARKET,YAM,YAM,0,0,20,1,36651,36651,,,,,,,,
3800,,CONFECTIONARIES & BAKING,MARYLAND MILK & DARK CHUNKIES 144G,MARYLAND MILK & DARK CHUNKIES 144G,0,0,15,1,72417167935,72417167935,,,,,,,,
3801,,CONFECTIONARIES & BAKING,MARYLAND CHOC CHIP&HAZELNUT COOKIES 136G,MARYLAND CHOC CHIP&HAZELNUT COOKIES 136G,0,0,7,1,72417180651,72417180651,,,,,,,,
3802,,CONFECTIONARIES & BAKING,MARYLAND CHOC CHIP&COCONUT COOKIES 136G,MARYLAND CHOC CHIP&COCONUT COOKIES 136G,0,0,40,1,72417180668,72417180668,,,,,,,,
3805,,CONFECTIONARIES & BAKING,MARYLAND DOUBLE CHOC COOKIES 136G,MARYLAND DOUBLE CHOC COOKIES 136G,0,0,21,1,72417180682,72417180682,,,,,,,,
3808,,CONFECTIONARIES & BAKING,BRONTE FRUIT SHORTCAKE BISCUITS 30G,BRONTE FRUIT SHORTCAKE BISCUITS 30G,0,0,19,1,72417833878,72417833878,,,,,,,,
3809,,CONFECTIONARIES & BAKING,BRONTE VIENNESE WHIRL BISCUITS 30G,BRONTE VIENNESE WHIRL BISCUITS 30G,0,0,35,1,72417833892,72417833892,,,,,,,,
3810,,CONFECTIONARIES & BAKING,BRONTE GINGER CRUNCH BISCUITS 30G,BRONTE GINGER CRUNCH BISCUITS 30G,0,0,20,1,72417833908,72417833908,,,,,,,,
3811,,CONFECTIONARIES & BAKING,BRONTE LEMON FLAVOUR SHORTCAKE BISCUITS 30G,BRONTE LEMON FLAVOUR SHORTCAKE BISCUITS 30G,0,0,19,1,72417833984,72417833984,,,,,,,,
3812,,CONFECTIONARIES & BAKING,BRONTE CHOCOLATE CHIP COOKIE 30G,BRONTE CHOCOLATE CHIP COOKIE 30G,0,0,20,1,72417834158,72417834158,,,,,,,,
3819,,CONFECTIONARIES & BAKING,FAMOS AMOS CHOCOLATE CHIPS 56G,FAMOS AMOS CHOCOLATE CHIPS 56G,0,0,160,1,76677100145,76677100145,,,,,,,,
3823,,CONFECTIONARIES & BAKING,NADIS CASHEW NUTS BOTTLE 420G,NADIS CASHEW NUTS BOTTLE 420G,0,0,11,1,94922890436,94922890436,,,,,,,,
3826,,CONFECTIONARIES & BAKING,PLACHENS CHIN CHIN POUNCH (MEDIUM),PLACHENS CHIN CHIN POUNCH (MEDIUM),0,0,16,1,1.22388E+12,1.22388E+12,,,,,,,,
3828,,CONFECTIONARIES & BAKING,ARIELLA PLANTAIN CHIPS JAR RIPE/UNRIPE BIG,ARIELLA PLANTAIN CHIPS JAR RIPE/UNRIPE BIG,0,0,17,1,1.432E+12,1.432E+12,,,,,,,,
383,,PROVISIONS,CROWNFIELD TROPICAL GRANOLA 1KG,CROWNFIELD TROPICAL GRANOLA 1KG,0,0,2,1,20719319,20719319,,,,,,,,
3830,,CONFECTIONARIES & BAKING,CAMPVILLE QUICK OATS 100% WHITE OATS 1.5KG,CAMPVILLE QUICK OATS 100% WHITE OATS 1.5KG,0,0,4,1,1.93459E+11,1.93459E+11,,,,,,,,
3831,,CONFECTIONARIES & BAKING,MEMBER'S MARK MINI CHOCOLATE CHIP COOKIES 28G,MEMBER'S MARK MINI CHOCOLATE CHIP COOKIES 28G,0,0,21,1,1.93968E+11,1.93968E+11,,,,,,,,
3832,,CONFECTIONARIES & BAKING,ALPHABET SHORTBREAD COOKIES 28G,ALPHABET SHORTBREAD COOKIES 28G,0,0,16,1,1.93968E+11,1.93968E+11,,,,,,,,
3833,,CONFECTIONARIES & BAKING,TOWER GATE RICH TEA 300G,TOWER GATE RICH TEA 300G,0,0,13,1,20018986,20018986,,,,,,,,
3838,,CONFECTIONARIES & BAKING,IDEALTASTY BAKES PEANUT BURGER 270G,IDEALTASTY BAKES PEANUT BURGER 270G,0,0,2,1,2.03199E+11,2.03199E+11,,,,,,,,
384,,PROVISIONS,CROWNFIELD RAISIN & ALMOND GRANOLA 1KG,CROWNFIELD RAISIN & ALMOND GRANOLA 1KG,0,0,6,1,20719326,20719326,,,,,,,,
3844,,CONFECTIONARIES & BAKING,PHINA NATURAL CASHEW NUT 500G,PHINA NATURAL CASHEW NUT 500G,0,0,10,1,2.14627E+11,2.14627E+11,,,,,,,,
3845,,CONFECTIONARIES & BAKING,PHINA NATURAL GROUNDNUTS 750G,PHINA NATURAL GROUNDNUTS 750G,0,0,9,1,2.14627E+12,2.14627E+12,,,,,,,,
3846,,CONFECTIONARIES & BAKING,PCEAMY CHIN-CHI BIG JAR 650G,PCEAMY CHIN-CHI BIG JAR 650G,0,0,1,1,2.21112E+12,2.21112E+12,,,,,,,,
3848,,CONFECTIONARIES & BAKING,DEWLONSE PLANTAIN CHIPS 500G,DEWLONSE PLANTAIN CHIPS 500G,0,0,23,1,2.34115E+12,2.34115E+12,,,,,,,,
3860,,CONFECTIONARIES & BAKING,BAYARA BLACK PEPPER POWDER 45G,BAYARA BLACK PEPPER POWDER 45G,0,0,12,1,3.43441E+12,3.43441E+12,,,,,,,,
3861,,CONFECTIONARIES & BAKING,BAYARA POPCORN 400G,BAYARA POPCORN 400G,0,0,7,1,3.43441E+12,3.43441E+12,,,,,,,,
3864,,CONFECTIONARIES & BAKING,DOLMIO SAUCE FOR BOLONGNESE ORIGINAL 450G,DOLMIO SAUCE FOR BOLONGNESE ORIGINAL 450G,0,0,2,1,4.00236E+12,4.00236E+12,,,,,,,,
3865,,CONFECTIONARIES & BAKING,DOLMIO SAUCE FOR LASAGNE TOMATO 450G,DOLMIO SAUCE FOR LASAGNE TOMATO 450G,0,0,3,1,4.00236E+12,4.00236E+12,,,,,,,,
3866,,CONFECTIONARIES & BAKING,NESTLE KIT KAT COCOA PLAN 41.5G,NESTLE KIT KAT COCOA PLAN 41.5G,0,0,34,1,40052397,40052397,,,,,,,,
3867,,CONFECTIONARIES & BAKING,DAVIDOFF FINE AROMA ELEGAN & FRAGRANT 100G,DAVIDOFF FINE AROMA ELEGAN & FRAGRANT 100G,0,0,8,1,4.00607E+12,4.00607E+12,,,,,,,,
3879,,CONFECTIONARIES & BAKING,M&M'S CHOCOLATE 45G,M&M'S CHOCOLATE 45G,0,0,48,1,40111490,40111490,,,,,,,,
388,,PROVISIONS,JAY & D HIGH FIBRE TROPICAL GRANOLA CRISPY & CRUNC,JAY & D HIGH FIBRE TROPICAL GRANOLA CRISPY & CRUNC,0,0,6,1,2.21893E+12,2.21893E+12,,,,,,,,
3887,,CONFECTIONARIES & BAKING,TOWERGATE MILK CHOCOLATE OATIES BISCUIT 300G,TOWERGATE MILK CHOCOLATE OATIES BISCUIT 300G,0,0,24,1,4.05649E+12,4.05649E+12,,,,,,,,
3889,,CONFECTIONARIES & BAKING,CROWNFIELD SCOTTISH PORRIDGE OATS 1KG,CROWNFIELD SCOTTISH PORRIDGE OATS 1KG,0,0,9,1,4.05649E+12,4.05649E+12,,,,,,,,
3890,,CONFECTIONARIES & BAKING,CROWNFIELD HONEY GRANOLA 1KG,CROWNFIELD HONEY GRANOLA 1KG,0,0,7,1,4.05649E+12,4.05649E+12,,,,,,,,
3892,,CONFECTIONARIES & BAKING,THE PANTRY PLAIN FLOUR 1.5KG,THE PANTRY PLAIN FLOUR 1.5KG,0,0,1,1,4.0886E+12,4.0886E+12,,,,,,,,
3893,,CONFECTIONARIES & BAKING,BELMONT RICH TEA BISCUIT 300G,BELMONT RICH TEA BISCUIT 300G,0,0,20,1,4.0886E+12,4.0886E+12,,,,,,,,
3894,,CONFECTIONARIES & BAKING,BELMONT CRUMBLY OATIES 300G,BELMONT CRUMBLY OATIES 300G,0,0,13,1,4.0886E+12,4.0886E+12,,,,,,,,
3900,,CONFECTIONARIES & BAKING,TUG BLACKCURRANT JAM HOLLAND QUALITY 450G,TUG BLACKCURRANT JAM HOLLAND QUALITY 450G,0,0,10,1,4.5132E+12,4.5132E+12,,,,,,,,
3904,,CONFECTIONARIES & BAKING,CADBURY BUTTER MINT PIECES,CADBURY BUTTER MINT PIECES,0,0,1892,1,4608,4608,,,,,,,,
3905,,CONFECTIONARIES & BAKING,IMPRA BLACK TEA RASPBERRY FLAVOURED 60G,IMPRA BLACK TEA RASPBERRY FLAVOURED 60G,0,0,4,1,4.79102E+12,4.79102E+12,,,,,,,,
3906,,CONFECTIONARIES & BAKING,IMPRA BLACK TEA PINEAPPLE FLAVOURED 60G,IMPRA BLACK TEA PINEAPPLE FLAVOURED 60G,0,0,8,1,4.79102E+12,4.79102E+12,,,,,,,,
3907,,CONFECTIONARIES & BAKING,IMPRA BLACK TEA MANGO FLAVOURED 60G,IMPRA BLACK TEA MANGO FLAVOURED 60G,0,0,7,1,4.79102E+12,4.79102E+12,,,,,,,,
3908,,CONFECTIONARIES & BAKING,IMPRA BLACK TEA BLACBERRY FLAVOURED 60G,IMPRA BLACK TEA BLACBERRY FLAVOURED 60G,0,0,8,1,4.79102E+12,4.79102E+12,,,,,,,,
3909,,CONFECTIONARIES & BAKING,IMPRA BLACK TEABLUEBERRY FLAVOURED 60G,IMPRA BLACK TEABLUEBERRY FLAVOURED 60G,0,0,8,1,4.79102E+12,4.79102E+12,,,,,,,,
3910,,CONFECTIONARIES & BAKING,IMPRA BLACK TEA COMBO 5 IN1 PACK 50G,IMPRA BLACK TEA COMBO 5 IN1 PACK 50G,0,0,10,1,4.79102E+12,4.79102E+12,,,,,,,,
3911,,CONFECTIONARIES & BAKING,LEGEN TEA HERBS BLACK LABEL TEA PREMIUM CEYLONG T,LEGEN TEA HERBS BLACK LABEL TEA PREMIUM CEYLONG T,0,0,6,1,4.79601E+12,4.79601E+12,,,,,,,,
3913,,CONFECTIONARIES & BAKING,LEGEND APPLE CINNAMON HERBAL TEA 50G,LEGEND APPLE CINNAMON HERBAL TEA 50G,0,0,9,1,4.79601E+12,4.79601E+12,,,,,,,,
3914,,CONFECTIONARIES & BAKING,LEGEN TEA HERBS LEMON & GINGER FRUIT INFUSION 30G,LEGEN TEA HERBS LEMON & GINGER FRUIT INFUSION 30G,0,0,2,1,4.79601E+12,4.79601E+12,,,,,,,,
3915,,CONFECTIONARIES & BAKING,LEGEN TEA HERBS STRAWBERRY & MANGO 30G,LEGEN TEA HERBS STRAWBERRY & MANGO 30G,0,0,2,1,4.79601E+12,4.79601E+12,,,,,,,,
3916,,CONFECTIONARIES & BAKING,LEGEN TEA HERBS BEAUTY CHAMOMILE TURMERIC 30G,LEGEN TEA HERBS BEAUTY CHAMOMILE TURMERIC 30G,0,0,5,1,4.79601E+12,4.79601E+12,,,,,,,,
3917,,CONFECTIONARIES & BAKING,"LEGEN TEA HERBS DIGESTCORIANDER,LEMONGRASS 30G","LEGEN TEA HERBS DIGESTCORIANDER,LEMONGRASS 30G",0,0,5,1,4.79601E+12,4.79601E+12,,,,,,,,
